        1.8     1.17983  -0.0910884
    1.81997     1.17823  -0.0688861
    1.83994     1.17708  -0.0467059
    1.85992     1.17637  -0.0249454
    1.87989     1.17608 -0.00396245
    1.89986      1.1762   0.0159287
        1.9      1.1762   0.0160621
    1.91997     1.17671   0.0345824
    1.94419      1.1778   0.0548953
    1.96841     1.17935   0.0725795
     1.9975     1.18173   0.0900645
          2     1.18195   0.0913705
    2.02909     1.18481    0.104237
    2.07334     1.18971     0.11572
        2.1     1.19283    0.118233
    2.12982     1.19636    0.117503
    2.15964     1.19981    0.113505
    2.18946      1.2031    0.106793
        2.2     1.20421     0.10388
    2.22982     1.20717   0.0944359
    2.25964     1.20983   0.0836789
    2.28946     1.21215   0.0721842
        2.3     1.21289   0.0680439
    2.32982     1.21474   0.0563897
    2.35964     1.21626    0.045159
    2.38946     1.21744   0.0347324
        2.4     1.21779   0.0312959
    2.42982     1.21859   0.0224251
    2.46652     1.21924   0.0134332
        2.5     1.21958   0.0072352
     2.5367     1.21976  0.00268847
    2.58876     1.21981 8.00449e-05
        2.6     1.21981 5.14862e-05
    2.64107     1.21983  0.00136005
    2.68214     1.21995  0.00450377
        2.7     1.22005  0.00630912
    2.74107      1.2204   0.0111585
    2.78214     1.22097   0.0165523
        2.8     1.22129   0.0189444
    2.84107     1.22218   0.0243004
    2.88214     1.22328    0.029167
        2.9     1.22382   0.0310592
    2.94107     1.22517   0.0347722
    2.99613     1.22719   0.0381929
          3     1.22734   0.0383652
    3.07083     1.23013   0.0399464
        3.1     1.23129    0.039833
    3.15737     1.23355   0.0385533
        3.2     1.23516   0.0369388
    3.25737      1.2372   0.0342707
        3.3     1.23862   0.0321747
    3.35737     1.24038   0.0295224
        3.4      1.2416   0.0278345
    3.45737     1.24315      0.0261
        3.5     1.24424   0.0252488
    3.58383     1.24632   0.0246405
        3.6     1.24672   0.0246593
    3.68024     1.24872   0.0252459
        3.7     1.24922   0.0254779
    3.78024     1.25131   0.0265676
        3.8     1.25184   0.0268408
    3.88024     1.25403   0.0278077
        3.9     1.25459   0.0279956
    3.98024     1.25685   0.0284804
          4     1.25742    0.028532
        4.1     1.26027   0.0283994
        4.2     1.26308   0.0278193
        4.3     1.26583   0.0270842
        4.4      1.2685   0.0264355
        4.5     1.27112   0.0259973
        4.6     1.27371   0.0257761
        4.7     1.27628   0.0257004
        4.8     1.27885   0.0256745
        4.9     1.28141   0.0256202
          5     1.28397   0.0254979
        5.1     1.28651   0.0253063
        5.2     1.28903   0.0250691
        5.3     1.29152   0.0248174
        5.4     1.29399   0.0245768
        5.5     1.29644   0.0243599
        5.6     1.29887   0.0241671
        5.7     1.30128   0.0239908
        5.8     1.30367   0.0238207
        5.9     1.30604   0.0236485
          6      1.3084     0.02347
        6.1     1.31073   0.0232851
        6.2     1.31305   0.0230963
        6.3     1.31535    0.022907
        6.4     1.31763   0.0227197
        6.5      1.3199    0.022536
        6.6     1.32214   0.0223558
        6.7     1.32437   0.0221783
        6.8     1.32658   0.0220026
        6.9     1.32877   0.0218276
          7     1.33094    0.021653
        7.1      1.3331   0.0214787
        7.2     1.33524   0.0213049
        7.3     1.33736    0.021132
        7.4     1.33947   0.0209603
        7.5     1.34155   0.0207899
        7.6     1.34362   0.0206209
        7.7     1.34568   0.0204531
        7.8     1.34771   0.0202864
        7.9     1.34973   0.0201209
          8     1.35174   0.0199563
        8.1     1.35373   0.0197927
        8.2      1.3557   0.0196301
        8.3     1.35765   0.0194685
        8.4     1.35959    0.019308
        8.5     1.36151   0.0191486
        8.6     1.36342   0.0189902
        8.7     1.36531    0.018833
        8.8     1.36719   0.0186768
        8.9     1.36905   0.0185216
          9     1.37089   0.0183675
        9.1     1.37272   0.0182144
        9.2     1.37453   0.0180623
        9.3     1.37633   0.0179112
        9.4     1.37812   0.0177612
        9.5     1.37989   0.0176122
        9.6     1.38164   0.0174643
        9.7     1.38338   0.0173173
        9.8      1.3851   0.0171714
        9.9     1.38681   0.0170265
         10     1.38851   0.0168826
       10.1     1.39019   0.0167396
       10.2     1.39186   0.0165977
       10.3     1.39351   0.0164568
       10.4     1.39515   0.0163169
       10.5     1.39677   0.0161779
       10.6     1.39838     0.01604
       10.7     1.39998    0.015903
       10.8     1.40156    0.015767
       10.9     1.40313    0.015632
         11     1.40469   0.0154979
       11.1     1.40623   0.0153648
       11.2     1.40776   0.0152327
       11.3     1.40928   0.0151015
       11.4     1.41078   0.0149713
       11.5     1.41228    0.014842
       11.6     1.41375   0.0147137
       11.7     1.41522   0.0145863
       11.8     1.41667   0.0144598
       11.9     1.41811   0.0143343
         12     1.41954   0.0142097
       12.1     1.42095    0.014086
       12.2     1.42235   0.0139633
       12.3     1.42374   0.0138414
       12.4     1.42512   0.0137205
       12.5     1.42649   0.0136005
       12.6     1.42784   0.0134814
       12.7     1.42919   0.0133631
       12.8     1.43052   0.0132458
       12.9     1.43183   0.0131294
         13     1.43314   0.0130138
       13.1     1.43444   0.0128991
       13.2     1.43572   0.0127853
       13.3     1.43699   0.0126724
       13.4     1.43826   0.0125603
       13.5     1.43951   0.0124491
       13.6     1.44075   0.0123388
       13.7     1.44197   0.0122293
       13.8     1.44319   0.0121207
       13.9      1.4444   0.0120129
         14     1.44559   0.0119059
       14.1     1.44678   0.0117998
       14.2     1.44795   0.0116945
       14.3     1.44912     0.01159
       14.4     1.45027   0.0114864
       14.5     1.45142   0.0113835
       14.6     1.45255   0.0112815
       14.7     1.45367   0.0111803
       14.8     1.45479   0.0110799
       14.9     1.45589   0.0109803
         15     1.45698   0.0108815
       15.1     1.45806   0.0107835
       15.2     1.45914   0.0106862
       15.3      1.4602   0.0105898
       15.4     1.46126   0.0104941
       15.5      1.4623   0.0103992
       15.6     1.46334    0.010305
       15.7     1.46436   0.0102116
       15.8     1.46538    0.010119
       15.9     1.46639   0.0100271
         16     1.46738  0.00993601
       16.1     1.46837  0.00984563
       16.2     1.46935  0.00975598
       16.3     1.47032  0.00966707
       16.4     1.47129  0.00957889
       16.5     1.47224  0.00949144
       16.6     1.47318  0.00940471
       16.7     1.47412  0.00931869
       16.8     1.47505  0.00923338
       16.9     1.47597  0.00914878
         17     1.47688  0.00906488
       17.1     1.47778  0.00898168
       17.2     1.47867  0.00889917
       17.3     1.47956  0.00881736
       17.4     1.48044  0.00873622
       17.5     1.48131  0.00865577
       17.6     1.48217  0.00857599
       17.7     1.48302  0.00849688
       17.8     1.48387  0.00841844
       17.9     1.48471  0.00834066
         18     1.48554  0.00826353
       18.1     1.48636  0.00818706
       18.2     1.48717  0.00811124
       18.3     1.48798  0.00803606
       18.4     1.48878  0.00796152
       18.5     1.48957  0.00788762
       18.6     1.49036  0.00781434
       18.7     1.49114   0.0077417
       18.8     1.49191  0.00766967
       18.9     1.49267  0.00759826
         19     1.49343  0.00752747
       19.1     1.49418  0.00745728
       19.2     1.49492   0.0073877
       19.3     1.49565  0.00731872
